
HORA INICIO DE MEDICION  Wed Dec 22 09:58:42 2021

HORA FIN DE MEDICION Wed Dec 22 10:02:02 2021
 

Parametros del experimento: 
Usuarios: 150; Tpo. Reflex (seg); 2.000000; IP servidor: 192.168.203.235; Transitorio (seg): 0; Medicion (seg): 200 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
31;4;680.993164;20306.490234;21966.441406
31;5;1706.165161;22650.484375;24488.970703
31;6;2904.993164;26208.949219;28138.437500
31;7;1462.625000;31055.751953;33055.398438
31;8;873.862549;34531.917969;35802.898438
31;9;3500.017822;36687.546875;37682.542969
31;10;447.554077;41186.761719;42872.359375
31;11;59.911228;43328.039063;45512.898438
31;12;478.094849;45579.625000;46938.089844
31;13;1712.765381;47419.351563;49012.804688
31;14;1323.861572;50733.449219;52238.597656
31;15;141.555237;53569.121094;55387.777344
31;16;7797.790039;55535.250000;57140.226563
31;17;6716.787109;64943.113281;66600.281250
31;18;485.472717;73327.203125;74882.960938
31;19;567.505798;75376.156250;76655.109375
31;20;202.889679;77226.656250;79580.898438
31;21;836.236877;79794.039063;81193.632813
31;22;3780.472656;82039.414063;83772.304688
31;23;516.602844;87555.164063;89266.289063
31;24;4.644179;89794.929688;91896.820313
31;25;1886.840210;91916.156250;94215.648438
31;26;1364.984253;96112.382813;97657.882813
31;27;2385.307373;99025.187500;101480.890625
31;28;180.853867;103879.609375;105468.398438
31;29;2840.313965;105650.593750;107672.867188
31;30;529.207520;110527.000000;112323.585938
31;31;3203.492676;112856.250000;114625.492188
31;32;608.867676;117836.296875;119990.210938
31;33;1396.022827;120605.812500;122433.156250
31;34;67.914642;123835.812500;125422.679688
31;35;2748.743896;125492.429688;127028.648438
31;36;19.196432;129791.132813;131294.984375
31;37;1568.217651;131315.953125;133128.328125
31;38;4268.720703;134697.093750;136216.984375
31;39;3578.824463;140490.500000;141964.515625
31;40;508.951782;145557.859375;147680.359375
31;41;967.478516;148195.234375;149806.421875
31;42;427.348816;150782.250000;152324.062500
31;43;1582.978760;152752.328125;154287.640625
31;44;2608.764648;155879.453125;157659.171875
31;45;403.458527;160276.000000;161444.406250
31;46;249.984482;161854.328125;163634.296875
31;47;73.289169;163884.375000;165507.328125
31;48;2942.913818;165588.734375;167489.125000
31;49;1942.483276;170431.921875;172309.125000
31;50;3593.492676;174265.265625;175785.093750
31;51;1904.794556;179379.359375;180848.312500
31;52;934.095398;182759.750000;184512.156250
31;53;540.852112;185448.109375;186973.328125
31;54;1053.045654;187528.796875;189285.921875
31;55;1564.344116;190344.750000;192096.312500
31;56;4018.364014;193663.656250;195995.062500
32;0;9282.870117;6.536015;3537.351563
32;1;4293.114258;12823.046875;14229.182617
32;2;24.750399;18525.072266;20397.443359
32;3;1408.574463;20431.386719;22064.361328
32;4;7285.145996;23480.119141;25109.050781
32;5;1210.471802;32399.599609;34166.683594
32;6;2223.644287;35384.429688;36918.871094
32;7;1873.246094;39151.191406;40482.218750
32;8;3795.888672;42359.191406;44208.402344
32;9;27.842667;48013.171875;49985.613281
32;10;458.885071;50013.816406;51770.128906
32;11;57.145809;52233.640625;53626.191406
32;12;1540.072388;53694.093750;55537.195313
32;13;145.818161;57085.351563;58592.937500
32;14;3289.191406;58748.851563;60625.777344
32;15;1549.719238;63927.355469;65916.257813
32;16;351.781403;67478.445313;69226.054688
32;17;1031.359253;69588.015625;70995.187500
32;18;347.855377;72041.695313;74005.132813
32;19;1506.346069;74360.445313;75951.078125
32;20;2757.447998;77461.031250;79471.835938
32;21;4069.536133;82243.187500;84049.093750
32;22;991.082642;88133.375000;90090.578125
32;23;27.285728;91087.937500;92833.109375
32;24;1626.963501;92869.367188;94686.015625
32;25;638.212585;96315.523438;98024.140625
32;26;3720.754883;98665.773438;100252.234375
32;27;430.752594;103974.898438;105865.140625
32;28;3042.103271;106306.937500;108111.125000
32;29;292.766937;111167.695313;112718.843750
32;30;303.749084;113012.546875;114626.859375
32;31;333.020966;114935.093750;117308.093750
32;32;3632.141357;117645.445313;119045.914063
32;33;2528.516113;122692.429688;124374.695313
32;34;1355.826050;126914.882813;128739.921875
32;35;3096.761475;130103.664063;131762.937500
32;36;5868.775879;134868.968750;136277.562500
32;37;269.235077;142146.921875;144150.140625
32;38;2709.091309;144427.718750;146803.281250
32;39;1630.408691;149523.484375;151357.078125
32;40;575.303162;153002.625000;154813.593750
32;41;4031.607666;155390.437500;157861.625000
32;42;205.796661;161901.203125;163634.531250
32;43;365.363434;163853.078125;165207.015625
32;44;333.381470;165573.109375;167423.031250
32;45;2208.487061;167758.593750;169437.703125
32;46;56.957405;171654.906250;173395.703125
32;47;2773.504395;173452.468750;174935.328125
32;48;300.412598;177722.328125;179387.718750
32;49;5394.669434;179691.937500;181316.250000
32;50;677.392883;186715.734375;189023.031250
32;51;2204.623779;189704.062500;191476.515625
32;52;2781.581299;193694.890625;195723.375000
33;0;9263.972656;3.356228;531.163025
33;1;1619.816650;9804.440430;10408.633789
33;2;1258.904053;12041.744141;12980.426758
33;3;2949.571045;14253.601563;16479.783203
33;4;2152.022705;19431.373047;21418.638672
33;5;813.556519;23573.818359;25187.162109
33;6;1716.217529;26005.765625;28150.130859
33;7;2390.544678;29868.101563;31638.400391
33;8;849.913513;34031.855469;35333.660156
33;9;449.922089;36187.472656;38529.726563
33;10;470.280609;38979.253906;40332.886719
33;11;54.321613;40811.316406;42676.851563
33;12;3952.108887;42734.222656;44618.335938
33;13;1666.593506;48575.722656;50597.699219
33;14;277.702728;52264.851563;53734.699219
33;15;20.244312;54022.292969;55776.722656
33;16;839.763550;55803.363281;57652.925781
33;17;3673.083008;58498.851563;60427.640625
33;18;219.168716;64114.890625;66044.421875
33;19;3334.589600;66271.843750;67974.726563
33;20;1020.756348;71322.320313;72938.140625
33;21;1011.119629;73967.921875;75596.468750
33;22;5392.858887;76617.234375;78100.804688
33;23;3213.816162;83500.953125;85331.218750
33;24;235.375366;88555.328125;90455.570313
33;25;5489.263184;90697.265625;92199.734375
33;26;431.509796;97696.039063;99465.648438
33;27;2348.828857;99910.500000;101849.937500
33;28;1294.614136;104210.359375;106166.257813
33;29;1443.440186;107470.515625;109162.062500
33;30;101.151093;110620.742188;112206.257813
33;31;1419.963501;112308.898438;112822.968750
33;32;1062.679199;114247.054688;116801.554688
33;33;5396.481934;117867.531250;119840.273438
33;34;6041.337891;125242.390625;126684.859375
33;35;3518.721191;132738.703125;134413.171875
33;36;4309.894531;137932.250000;139685.031250
33;37;2465.133301;143998.703125;146045.890625
33;38;1843.567749;148523.375000;150111.593750
33;39;662.461365;151970.343750;153601.437500
33;40;644.015625;154276.312500;156033.937500
33;41;861.617432;156691.984375;158686.953125
33;42;6.357990;159552.859375;161382.453125
33;43;3094.179199;161401.093750;162702.875000
33;44;1727.768188;165807.468750;167524.000000
33;45;335.329254;169258.765625;170974.328125
33;46;5584.565430;171311.125000;173083.328125
33;47;1248.052368;178676.171875;180744.859375
33;48;1420.832642;181994.000000;184587.765625
33;49;558.931519;186012.546875;187800.750000
33;50;2698.005615;188372.609375;190076.468750
33;51;2557.465820;192787.750000;194968.421875
33;52;276.300659;197537.640625;199068.484375
34;0;9245.251953;6.643163;2399.807129
34;1;515.180725;11650.672852;12564.005859
34;2;5101.174316;13089.582031;14816.660156
34;3;74.999481;19931.449219;21698.814453
34;4;843.947571;21775.275391;23771.582031
34;5;482.596069;24630.345703;26266.375000
34;6;1311.946533;26755.884766;28422.273438
34;7;3090.455078;29743.068359;31515.410156
34;8;3694.646240;34610.046875;35883.472656
34;9;985.580017;39589.167969;40828.558594
34;10;481.741638;41827.941406;43585.066406
34;11;51.563904;44070.871094;45838.941406
34;12;410.940399;45891.074219;47161.363281
34;13;124.658783;47575.613281;49263.640625
34;14;1204.443848;49388.292969;51343.703125
34;15;1311.593750;52552.777344;53958.714844
34;16;1486.610962;55281.332031;56943.082031
34;17;652.371399;58436.355469;60360.578125
34;18;98.200005;61019.902344;62865.437500
34;19;195.876480;62969.605469;64654.062500
34;20;105.393013;64849.339844;66600.039063
34;21;5165.555176;66709.445313;68509.390625
34;22;1286.120117;73686.687500;75483.585938
34;23;1761.058472;76773.460938;78406.460938
34;24;2189.609375;80177.265625;81683.179688
34;25;1823.720337;83875.992188;85583.242188
34;26;1569.555054;87414.523438;89262.023438
34;27;416.946136;90837.929688;92372.835938
34;28;376.458099;92791.273438;94671.390625
34;29;4451.155762;95049.359375;97163.898438
34;30;6328.887695;101626.179688;103422.007813
34;31;3980.490723;109752.890625;111240.992188
34;32;8694.886719;115232.031250;117314.398438
34;33;319.799194;126023.757813;127854.570313
34;34;1055.734131;128180.625000;129703.117188
34;35;4053.722412;130769.046875;132738.140625
34;36;3444.593506;136791.375000;138455.203125
34;37;687.524292;141912.578125;144074.031250
34;38;1241.455811;144771.531250;146430.812500
34;39;12.981852;147679.375000;149196.859375
34;40;715.085876;149210.906250;150566.578125
34;41;3582.847900;151282.718750;152735.343750
34;42;4785.623047;156332.656250;158548.343750
34;43;1046.134033;163347.000000;164924.250000
34;44;6.786643;165979.859375;168137.750000
34;45;2044.510132;168149.250000;169676.531250
34;46;3784.923096;171733.046875;173454.968750
34;47;392.807617;177253.015625;179154.171875
34;48;4201.261719;179551.218750;181552.703125
34;49;1619.542358;185760.687500;187558.921875
34;50;430.525513;189186.703125;190927.359375
34;51;2986.180664;191361.609375;192985.281250
34;52;1414.508423;195976.812500;197739.531250
35;0;9226.704102;11.454226;2212.078857
35;1;4586.761230;11447.416992;12161.367188
35;2;945.716248;16754.554688;18637.458984
35;3;720.416565;19587.660156;21520.390625
35;4;59.848339;22244.193359;24501.693359
35;5;198.638306;24567.828125;26266.167969
35;6;975.713440;26474.597656;28150.142578
35;7;4175.985352;29133.617188;30784.769531
35;8;826.247925;34962.542969;36345.582031
35;9;1719.387451;37174.585938;38583.957031
35;10;493.268555;40307.960938;41515.585938
35;11;48.809990;42015.406250;43587.500000
35;12;1427.301514;43648.984375;45548.191406
35;13;1621.463745;46988.667969;48434.511719
35;14;2984.822754;50060.691406;51769.945313
35;15;6067.795410;54763.933594;56590.898438
35;16;2448.662109;62670.574219;64453.523438
35;17;2517.739990;66912.554688;68518.710938
35;18;9672.991211;71038.468750;73122.656250
35;19;941.216125;82805.734375;84382.531250
35;20;2428.004883;85335.382813;86775.015625
35;21;1202.883667;89213.640625;90852.054688
35;22;32.427959;92056.703125;93923.820313
35;23;928.358704;93968.562500;95936.296875
35;24;496.238983;96878.085938;98258.515625
35;25;604.156006;98759.546875;101367.695313
35;26;4479.613281;101985.554688;103746.140625
35;27;2312.809326;108236.687500;109744.312500
35;28;4029.317871;112058.406250;113493.101563
35;29;629.079529;117536.093750;119221.781250
35;30;4022.464844;119855.695313;121349.312500
35;31;492.487640;125383.062500;127027.960938
35;32;1650.647217;127524.281250;129175.046875
35;33;901.643494;130831.554688;132784.937500
35;34;4066.270264;133692.031250;135228.046875
35;35;4786.959473;139298.531250;141199.390625
35;36;2842.841064;145995.375000;147697.296875
35;37;4133.591309;150541.796875;152128.734375
35;38;779.289978;156270.062500;158028.968750
35;39;2626.161133;158818.406250;160376.671875
35;40;788.774902;163003.171875;164924.484375
35;41;761.168335;165713.734375;167516.015625
35;42;3364.234375;168289.906250;169690.890625
35;43;55.639072;173061.312500;174900.375000
35;44;1118.270386;174955.875000;176736.203125
35;45;269.514557;177862.937500;179237.890625
35;46;2853.490234;179519.984375;181283.953125
35;47;4460.217773;184151.125000;185892.828125
35;48;566.533264;190360.390625;192096.312500
35;49;4023.833252;192662.718750;194444.562500
36;0;9202.239258;6.734271;1824.973145
36;1;1692.887451;11041.215820;11805.224609
36;2;3563.175537;13511.479492;15822.411133
36;3;1679.131958;19400.138672;21218.488281
36;4;2508.519043;22900.423828;24558.486328
36;5;7356.328125;27070.974609;28948.888672
36;6;688.040771;36312.507813;38045.308594
36;7;6727.341309;38744.902344;40362.167969
36;8;3597.914307;47098.136719;49010.566406
36;9;2890.697021;52615.378906;53986.222656
36;10;504.862305;56882.207031;58489.207031
36;11;46.059990;58998.890625;60814.531250
36;12;3597.914307;60863.242188;62452.699219
36;13;103.656647;66053.093750;67960.601563
36;14;205.999619;68072.273438;69741.906250
36;15;1098.933228;69947.453125;71590.507813
36;16;4371.931641;72698.007813;74166.039063
36;17;333.814148;78539.867188;80413.507813
36;18;5503.559082;80757.507813;81908.312500
36;19;2142.913330;87414.593750;89257.898438
36;20;875.753235;91400.429688;93101.335938
36;21;7779.798828;93984.203125;95980.898438
36;22;1632.340454;103770.187500;105552.687500
36;23;342.270538;107185.140625;108953.218750
36;24;2975.343262;109299.726563;111201.203125
36;25;5135.093750;114184.546875;116495.046875
36;26;557.317932;121644.890625;123413.171875
36;27;403.234375;123976.468750;125536.703125
36;28;1649.532959;125945.640625;127569.062500
36;29;2087.031738;129228.609375;130507.289063
36;30;2979.671143;132598.171875;134364.109375
36;31;1703.016113;137354.078125;138807.156250
36;32;294.109863;140521.781250;142221.171875
36;33;1725.597412;142524.687500;145062.125000
36;34;794.941528;146801.375000;148520.953125
36;35;5955.593262;149320.359375;150961.046875
36;36;2380.686035;156917.437500;158925.500000
36;37;1217.191040;161307.296875;162982.203125
36;38;404.130737;164212.812500;166102.593750
36;39;1215.845459;166511.875000;168323.484375
36;40;865.377258;169540.046875;171917.687500
36;41;3216.862793;172795.656250;174343.000000
36;42;2541.741699;177566.015625;179467.500000
36;43;2085.992676;182009.656250;184032.828125
36;44;3837.865234;186121.890625;187873.437500
36;45;1893.121826;191721.046875;193094.984375
36;46;2220.307373;195002.312500;196955.281250
37;0;9184.084961;11.825395;3533.560059
37;1;556.833923;12729.317383;14615.338867
37;2;674.996460;15175.623047;16912.144531
37;3;3588.713867;17600.929688;19881.042969
37;4;1021.468140;23480.054688;25128.443359
37;5;3860.450439;26162.037109;28152.626953
37;6;436.514526;32024.453125;33551.593750
37;7;112.482964;34000.566406;35515.796875
37;8;802.859070;35634.371094;36929.636719
37;9;6071.603516;37737.117188;39100.222656
37;10;516.444763;45183.085938;46602.632813
37;11;43.313641;47129.339844;48945.304688
37;12;346.040314;48997.660156;50689.820313
37;13;1577.464233;51046.003906;52635.292969
37;14;1091.650757;54225.855469;55856.148438
37;15;4481.907715;56960.335938;58539.257813
37;16;143.390396;63032.515625;64654.335938
37;17;1790.275635;64802.429688;66389.109375
37;18;4246.150391;68181.640625;69751.687500
37;19;5612.649902;73999.156250;75464.648438
37;20;12.490452;81085.695313;82532.125000
37;21;1414.879761;82555.726563;84307.734375
37;22;209.927704;85726.500000;87464.468750
37;23;5737.690918;87680.218750;89267.570313
37;24;796.304382;95018.101563;97163.195313
37;25;1762.678711;97961.687500;99786.703125
37;26;1797.609619;101558.929688;103103.648438
37;27;2277.617676;104913.554688;107040.882813
37;28;593.287292;109330.968750;110766.093750
37;29;52.002354;111370.843750;112986.703125
37;30;2297.733887;113043.765625;114640.390625
37;31;5267.461914;116942.250000;118841.242188
37;32;2487.025879;124117.078125;125644.093750
37;33;3151.479736;128133.750000;129468.398438
37;34;3092.173096;132629.390625;134364.796875
37;35;9113.071289;137463.468750;139595.000000
37;36;2005.533447;148710.875000;150233.468750
37;37;78.233955;152251.609375;153647.546875
37;38;88.351479;153729.375000;155383.218750
37;39;396.971832;155484.218750;157501.234375
37;40;944.932922;157901.843750;159634.171875
37;41;665.438843;160588.500000;162106.109375
37;42;1960.621094;162784.312500;164713.500000
37;43;623.236267;166684.312500;168385.203125
37;44;651.863831;169008.718750;170467.578125
37;45;205.729004;171123.625000;173054.734375
37;46;1740.260132;173264.421875;175251.343750
37;47;773.350952;177003.031250;178832.437500
37;48;8377.174805;179613.765625;181299.343750
37;49;1341.569702;189688.437500;191542.046875
37;50;1611.328735;192897.406250;194650.343750
37;51;5511.225586;196274.171875;198295.109375
38;0;9166.092773;6.825378;3543.449707
38;1;4931.066406;12713.709961;14234.627930
38;2;2704.130615;19181.337891;20698.316406
38;3;209.385452;23417.552734;25378.775391
38;4;177.983032;25599.341797;27231.785156
38;5;2656.570313;27414.726563;29578.460938
38;6;213.184402;32243.289063;34001.406250
38;7;311.080505;34219.375000;35787.832031
38;8;3505.997803;36109.378906;37358.621094
38;9;300.625397;40874.250000;42608.906250
38;10;528.174011;42921.742188;44611.457031
38;11;40.571060;45151.816406;46681.203125
38;12;1320.432983;46722.605469;48092.023438
38;13;82.872765;49419.578125;51386.035156
38;14;2720.476318;51483.535156;52884.234375
38;15;906.727600;55613.921875;57266.437500
38;16;577.420044;58186.339844;59800.714844
38;17;59.156677;60378.832031;62143.445313
38;18;3479.748535;62214.843750;63852.328125
38;19;501.094696;67337.687500;69045.789063
38;20;2145.052979;69556.812500;70853.023438
38;21;70.505318;72999.078125;74446.359375
38;22;2051.478027;74516.656250;76239.875000
38;23;2612.367188;78305.523438;80122.093750
38;24;4287.898926;82743.234375;84768.335938
38;25;570.751038;89057.367188;91026.804688
38;26;5717.364258;91603.609375;93225.562500
38;27;389.541931;98947.078125;100875.835938
38;28;6062.729004;101277.390625;102773.054688
38;29;1033.609497;108846.554688;110554.843750
38;30;1790.126343;111589.625000;113692.812500
38;31;665.779358;115497.625000;117669.070313
38;32;675.081970;118336.343750;120280.085938
38;33;16.548243;120965.132813;122544.390625
38;34;564.265930;122567.359375;124611.773438
38;35;60.728981;125179.906250;127028.156250
38;36;1689.759277;127102.421875;128738.226563
38;37;1939.744751;130440.890625;132760.468750
38;38;4676.434570;134712.703125;136197.437500
38;39;4698.695801;140881.250000;142419.734375
38;40;1027.784668;147129.500000;148877.906250
38;41;2907.603271;149916.859375;150972.687500
38;42;1510.888184;153885.640625;156032.984375
38;43;4376.826172;157558.046875;159247.781250
38;44;2428.416016;163628.281250;165069.187500
38;45;1752.244141;167502.515625;169402.218750
38;46;1353.302856;171154.843750;173416.062500
38;47;70.821472;174784.031250;176403.906250
38;48;873.579163;176487.328125;178206.265625
38;49;3218.082520;179082.421875;180643.359375
38;50;12.797563;183869.875000;185703.484375
38;51;9239.049805;185729.343750;187301.593750
38;52;37.956760;196555.390625;198448.125000
39;0;9142.354492;0.882526;3697.805664
39;1;1768.729370;12854.351563;14643.152344
39;2;436.514526;16426.392578;18219.738281
39;3;908.457153;18665.687500;20476.480469
39;4;2942.647949;21384.693359;23155.187500
39;5;1910.180786;26099.527344;27905.271484
39;6;12.244797;29821.232422;31514.990234
39;7;531.515076;31540.126953;33513.468750
39;8;779.740601;34047.480469;35552.191406
39;9;792.581543;36343.753906;38248.203125
39;10;539.972473;39041.828125;40440.167969
39;11;37.832352;40983.605469;42711.105469
39;12;3296.792480;42749.898438;44310.386719
39;13;1534.280273;47606.871094;49263.398438
39;14;136.843811;50811.593750;52304.878906
39;15;3608.640137;52452.339844;53959.824219
39;16;1132.520508;57574.937500;59515.582031
39;17;1257.988037;60660.140625;62362.562500
39;18;2927.026123;63630.464844;65117.253906
39;19;1401.304565;68056.632813;69741.898438
39;20;740.644409;71147.804688;72818.289063
39;21;1652.041016;73561.648438;75345.695313
39;22;404.803192;77007.890625;79165.007813
39;23;1447.589600;79571.265625;81096.992188
39;24;1149.473999;82555.656250;84519.304688
39;25;4833.623047;85679.601563;87463.820313
39;26;691.660339;92306.695313;94601.843750
39;27;2243.034668;95299.398438;97044.859375
39;28;2081.321533;99290.882813;101375.031250
39;29;3041.823975;103456.367188;105317.484375
39;30;1385.623047;108362.171875;110199.382813
39;31;2032.838379;111589.593750;113667.367188
39;32;3951.668701;115703.320313;117669.539063
39;33;505.569458;121629.296875;123412.960938
39;34;2439.960205;123929.507813;125385.812500
39;35;145.818161;127836.851563;129447.632813
39;36;1417.234009;129603.609375;130940.382813
39;37;454.590088;132363.765625;134165.562500
39;38;2885.781982;134634.593750;136325.562500
39;39;1983.527222;139220.421875;140926.578125
39;40;1114.324219;142915.359375;145295.437500
39;41;574.164124;146410.437500;147994.781250
39;42;1143.951050;148570.281250;150111.828125
39;43;1418.722290;151267.125000;152467.593750
39;44;273.849457;153901.250000;156033.468750
39;45;143.915176;156316.984375;158192.203125
39;46;1029.315918;158339.484375;159922.390625
39;47;2764.000977;160963.578125;162614.296875
39;48;2567.135986;165385.578125;167494.578125
39;49;235.581345;170071.343750;171806.906250
39;50;1230.810791;172045.578125;173637.578125
39;51;89.627724;174877.796875;176736.406250
39;52;1010.815979;176831.078125;178410.828125
39;53;1539.545166;179426.203125;181218.625000
39;54;1275.812866;182759.703125;184648.546875
39;55;567.830200;185932.562500;187977.921875
39;56;2741.759766;188560.125000;190651.203125
39;57;1723.573364;193397.953125;195928.046875
39;58;403.757263;197662.546875;199241.515625
40;0;9124.733398;6.916165;3536.479736
40;1;599.455566;12666.852539;14635.788086
40;2;2104.961670;15238.115234;17461.833984
40;3;1992.267578;19571.957031;21617.796875
40;4;1216.181763;23620.640625;25719.376953
40;5;1367.885254;26945.886719;28492.246094
40;6;4841.850098;29868.103516;32209.634766
40;7;779.289978;37065.156250;38610.093750
40;8;3418.120850;39401.164063;40630.500000
40;9;1446.457153;44055.292969;45547.726563
40;10;551.840942;47004.402344;48434.699219
40;11;35.097275;48997.644531;50646.390625
40;12;283.110016;50686.195313;52162.722656
40;13;62.365612;52452.406250;53778.511719
40;14;984.980713;53850.371094;55652.226563
40;15;731.384583;56647.804688;58482.585938
40;16;1903.529419;59217.664063;60993.265625
40;17;4698.695801;62907.078125;64665.589844
40;18;2494.660400;69369.281250;70940.031250
40;19;3081.887207;73436.601563;75065.476563
40;20;6494.520508;78148.601563;79987.054688
40;21;188.082825;86492.617188;87771.851563
40;22;2582.173584;87961.476563;89628.164063
40;23;716.220703;92213.023438;94504.296875
40;24;9539.112305;95221.289063;97164.140625
40;25;1703.445313;106716.320313;108325.757813
40;26;2054.885498;110034.203125;111314.875000
40;27;376.016113;113371.953125;115072.429688
40;28;836.515076;115450.718750;117669.070313
40;29;347.201813;118508.195313;120520.062500
40;30;1049.328979;120871.414063;122432.656250
40;31;9944.454102;123491.953125;124942.250000
40;32;1146.115112;134900.625000;136224.593750
40;33;1154.142334;137385.312500;138958.921875
40;34;357.465851;140126.765625;142307.000000
40;35;234.757523;142665.328125;145278.609375
40;36;1177.319824;145526.625000;147396.468750
40;37;3081.887207;148585.859375;150111.343750
40;38;1956.395874;153205.796875;154715.359375
40;39;872.634705;156676.328125;158641.734375
40;40;1204.666748;159521.578125;160833.890625
40;41;2639.593750;162041.828125;163830.531250
40;42;834.105469;166480.593750;168284.515625
40;43;274.339478;169133.796875;170680.062500
40;44;1609.963135;170967.312500;173254.218750
40;45;1620.640137;174877.734375;176544.375000
40;46;750.480286;178175.453125;179811.734375
40;47;1243.614258;180573.281250;182137.062500
40;48;193.051102;183384.796875;185195.718750
40;49;1097.559204;185401.265625;187237.031250
40;50;4877.899902;188341.328125;190073.671875
40;51;205.255524;194955.000000;196955.250000
40;52;2980.754639;197174.687500;199050.843750
41;0;9107.265625;3.482945;3540.741943
41;1;5347.229492;12651.156250;14250.752930
41;2;223.532257;19603.287109;21553.757813
41;3;4533.646973;21791.060547;23771.591797
41;4;303.535980;28305.373047;30113.796875
41;5;941.802490;30430.644531;32248.080078
41;6;3387.672852;33196.996094;34720.214844
41;7;1062.263794;38113.789063;39553.679688
41;8;756.886230;40623.742188;41751.105469
41;9;2424.309326;42515.542969;44509.558594
41;10;563.780457;46941.832031;48276.703125
41;11;32.365925;48841.375000;50770.640625
41;12;1218.986816;50811.593750;52350.242188
41;13;1492.009033;53569.058594;55387.976563
41;14;2487.237793;56882.191406;58482.343750
41;15;3002.821289;60972.593750;62513.457031
41;16;3174.628662;65521.765625;67300.031250
41;17;837.906555;70481.835938;71997.390625
41;18;2139.174805;72840.929688;74192.882813
41;19;140.572800;76335.906250;78157.859375
41;20;1897.372803;78305.476563;80121.898438
41;21;1921.156128;82023.851563;83995.468750
41;22;620.653992;85929.640625;87585.828125
41;23;181.923264;88211.523438;90550.507813
41;24;1578.673340;90744.171875;92373.101563
41;25;537.894775;93952.945313;95501.031250
41;26;9612.379883;96049.882813;97472.023438
41;27;2208.855469;107091.250000;108430.929688
41;28;75.062851;110652.007813;112326.171875
41;29;1541.259155;112402.695313;113926.320313
41;30;761.525635;115482.054688;117668.398438
41;31;855.429321;118430.062500;120194.093750
41;32;22.218401;121051.046875;122648.132813
41;33;2120.232178;122676.695313;124280.296875
41;34;1948.942261;126414.437500;128447.742188
41;35;327.764771;130407.812500;132407.421875
41;36;963.126953;132738.750000;134412.953125
41;37;918.673096;135385.078125;136617.750000
41;38;1324.334961;137541.593750;139515.312500
41;39;162.630249;140849.937500;142375.515625
41;40;1299.283936;142540.312500;145056.125000
41;41;486.873840;146363.531250;147994.781250
41;42;565.804199;148492.125000;150046.140625
41;43;2759.387207;150626.015625;152178.812500
41;44;7616.501465;154952.890625;156955.281250
41;45;83.954552;164572.093750;166539.828125
41;46;505.805267;166637.359375;168350.593750
41;47;389.912750;168868.109375;170261.156250
41;48;1236.352661;170653.750000;172950.109375
41;49;2645.083984;174187.156250;175683.281250
41;50;911.150574;178331.781250;180216.296875
41;51;327.980530;181136.796875;183227.328125
41;52;331.291321;183556.687500;185212.296875
41;53;898.388733;185557.500000;187284.781250
41;54;2672.530762;188185.078125;190323.359375
41;55;380.662201;193006.796875;194611.640625
41;56;6771.926270;195002.406250;196812.109375
42;0;9089.949219;7.004706;3384.963379
42;1;1847.407227;12479.294922;14089.449219
42;2;1644.665283;15941.871094;18191.431641
42;3;353.455872;19837.689453;21966.197266
42;4;3498.262451;22322.330078;24594.824219
42;5;590.661377;28102.292969;29531.759766
42;6;2554.398193;30133.757813;31864.113281
42;7;1391.856445;34422.488281;35797.609375
42;8;3333.943115;37190.207031;39100.039063
42;9;4415.865234;42437.355469;44453.433594
42;10;575.791443;48872.628906;50645.968750
42;11;29.638426;51233.511719;52722.296875
42;12;3035.131104;52756.042969;54280.148438
42;13;42.004272;57323.820313;59516.476563
42;14;69.936378;59561.968750;61165.679688
42;15;570.182739;61238.648438;63035.687500
42;16;7554.208008;63614.832031;65137.164063
42;17;3028.183105;72698.062500;74141.093750
42;18;1837.439819;77179.781250;79472.046875
42;19;861.523560;81320.085938;82958.789063
42;20;614.005188;83829.117188;85534.187500
42;21;313.006714;86148.304688;87505.554688
42;22;3306.653320;87820.820313;90456.054688
42;23;4125.411621;93765.421875;95444.320313
42;24;211.148285;99572.320313;101444.765625
42;25;4572.298340;101657.468750;103694.460938
42;26;835.587952;108267.898438;110098.593750
42;27;362.581146;110948.921875;112324.437500
42;28;2632.979980;112700.015625;114389.093750
42;29;4934.661621;117036.046875;119001.726563
42;30;509.975433;123945.179688;125422.468750
42;31;2428.004883;125945.609375;127707.226563
42;32;1763.415649;130150.578125;131796.406250
42;33;4060.683838;133567.000000;135221.296875
42;34;170.059311;139282.906250;141199.593750
42;35;425.309204;141381.250000;143118.921875
42;36;769.670532;143545.515625;145430.843750
42;37;6023.892578;146214.187500;147869.453125
42;38;844.785461;153901.265625;156033.453125
42;39;3245.419189;156886.093750;158916.515625
42;40;1398.723389;162166.765625;163875.125000
42;41;2403.494873;165276.187500;167627.812500
42;42;329.275482;170040.093750;171918.125000
42;43;919.252930;172248.703125;173874.781250
42;44;1030.745972;174799.609375;176488.078125
42;45;1497.292847;177519.171875;179496.312500
42;46;287.897400;180995.734375;182781.921875
42;47;4437.638184;183072.250000;184864.000000
42;48;3545.849854;189307.859375;191124.875000
42;49;91.543739;194673.718750;196442.078125
42;50;3419.807373;196539.781250;198463.031250
43;0;9067.091797;12.023008;3541.501221
43;1;643.005249;12619.942383;14288.022461
43;2;31.063702;14941.104492;17046.462891
43;3;1115.923096;17082.740234;19149.798828
43;4;1431.917236;20275.203125;22277.103516
43;5;292.060486;23714.515625;25486.316406
