
HORA INICIO DE MEDICION  Wed Dec 22 09:58:42 2021

HORA FIN DE MEDICION Wed Dec 22 10:02:02 2021
 

Parametros del experimento: 
Usuarios: 150; Tpo. Reflex (seg); 2.000000; IP servidor: 192.168.203.235; Transitorio (seg): 0; Medicion (seg): 200 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
92;26;3511.996094;124054.570313;125624.007813
92;27;52.440903;129150.460938;130693.406250
92;28;1322.678833;130753.429688;132617.375000
92;29;3322.018066;133942.078125;135550.765625
92;30;2077.006104;138874.328125;140787.218750
92;31;1198.767090;142868.375000;144982.281250
92;32;797.486267;146182.890625;147994.578125
92;33;1958.832397;148804.703125;150247.796875
92;34;55.890118;152220.375000;153602.531250
92;35;477.707336;153666.765625;155697.875000
92;36;403.309174;156176.359375;157992.000000
92;37;155.690445;158396.000000;159922.593750
92;38;884.757690;160088.500000;161538.828125
92;39;57.711250;162432.500000;163988.531250
92;40;2926.762451;164056.515625;166185.437500
92;41;3962.262451;169118.109375;170603.812500
92;42;1095.869263;174580.843750;176167.734375
92;43;943.367188;177268.687500;179153.718750
92;44;2091.195313;180104.468750;181905.921875
92;45;3420.482422;184010.484375;185783.515625
92;46;2181.054443;189217.968750;190927.359375
92;47;1817.046997;193116.718750;195096.328125
92;48;666.886597;196924.562500;198597.015625
93;0;8306.020508;10.001637;1253.403564
93;1;4146.166992;9570.041992;10259.435547
93;2;2828.227783;14409.914063;16400.402344
93;3;2475.418213;19243.849609;20697.656250
93;4;2961.073975;23181.796875;24762.998047
93;5;311.365753;27727.183594;29859.156250
93;6;4190.814941;30180.636719;32203.707031
93;7;118.173012;36406.265625;38044.863281
93;8;238.880127;38176.300781;39667.593750
93;9;1228.327637;39917.230469;41460.460938
93;10;1309.243164;42703.000000;44611.207031
93;11;5844.810059;45925.640625;47148.859375
93;12;782.807678;53006.546875;54508.437500
93;13;624.403503;55297.066406;57147.296875
93;14;1364.742798;57779.589844;59650.203125
93;15;610.606384;61019.941406;62781.933594
93;16;542.692810;63393.972656;64897.964844
93;17;217.398804;65443.609375;67186.632813
93;18;2785.754883;67415.937500;69173.500000
93;19;2665.575684;71963.562500;73598.382813
93;20;1375.520020;76273.398438;78100.796875
93;21;103.399536;79477.453125;80900.992188
93;22;1158.059326;81007.515625;82532.125000
93;23;6220.601563;83704.093750;85534.429688
93;24;930.982056;91759.898438;93761.882813
93;25;2319.805664;94705.578125;97163.648438
93;26;389.467773;99494.031250;101377.203125
93;27;1480.971436;101766.835938;103615.742188
93;28;394.145264;105102.148438;107308.953125
93;29;416.269623;107704.914063;109208.679688
93;30;1616.800781;109627.867188;111239.593750
93;31;3278.158203;112856.273438;114615.992188
93;32;4680.866699;117898.781250;119840.101563
93;33;3660.103027;124523.320313;125905.304688
93;34;1332.993164;129572.351563;131164.671875
93;35;583.049133;132504.406250;134366.281250
93;36;255.386505;134963.171875;136222.281250
93;37;2142.378906;136479.000000;137799.078125
93;38;491.160614;139954.796875;141626.328125
93;39;2796.597656;142131.343750;144109.562500
93;40;3158.278076;146910.718750;148561.875000
93;41;847.301331;151720.312500;153190.984375
93;42;792.763000;154041.921875;156184.968750
93;43;11153.791016;156979.953125;159076.812500
93;44;152.460220;170244.437500;172309.359375
93;45;727.692566;172467.500000;174332.031250
93;46;1709.175415;175065.328125;176737.546875
93;47;744.980408;178456.796875;180383.265625
93;48;2114.601807;181136.843750;183030.937500
93;49;4973.907227;185151.203125;186973.296875
93;50;5353.430664;191955.453125;193507.250000
94;0;8294.404297;8.913156;1957.606445
94;1;1580.017822;10257.639648;10599.348633
94;2;475.693146;12182.354492;13307.640625
94;3;7425.130859;13792.766602;15533.044922
94;4;1223.932983;22963.025391;24724.347656
94;5;49.247841;25958.966797;27815.867188
94;6;3046.578125;27867.824219;29893.021484
94;7;317.293976;32947.003906;34693.300781
94;8;1876.518799;35025.007813;36564.898438
94;9;2079.939453;38447.996094;40038.218750
94;10;1326.703369;42124.867188;44149.007813
94;11;5795.507813;45485.058594;46937.632813
94;12;2089.806641;52740.316406;54252.128906
94;13;2881.136963;56350.898438;58173.511719
94;14;3400.331299;61066.769531;62895.917969
94;15;2648.523193;66303.101563;67974.515625
94;16;1086.810547;70638.101563;72622.585938
94;17;1556.220825;73717.906250;75898.390625
94;18;2380.083740;77461.046875;79456.992188
94;19;37.023785;81851.390625;83267.445313
94;20;322.522522;83306.617188;85331.468750
94;21;1725.308228;85663.984375;87165.554688
94;22;7964.160645;88900.992188;90854.078125
94;23;2704.366455;98822.054688;100623.359375
94;24;5222.081543;103331.312500;105060.367188
94;25;858.427307;110292.609375;111797.242188
94;26;1496.002808;112668.757813;114379.828125
94;27;41.007111;115890.835938;117743.945313
94;28;4141.804688;117789.335938;120168.562500
94;29;1668.560669;124320.203125;125886.703125
94;30;1242.932495;127555.539063;129468.648438
94;31;350.544495;130722.195313;132439.250000
94;32;1302.324951;132801.312500;134413.640625
94;33;112.482964;135728.937500;137359.718750
94;34;5816.648438;137479.078125;138898.187500
94;35;694.335938;144724.687500;146564.750000
94;36;117.719810;147270.625000;148876.781250
94;37;548.546082;149007.781250;150384.093750
94;38;162.431641;150938.515625;152324.265625
94;39;1298.232178;152486.671875;154072.000000
94;40;3420.482422;155374.796875;157354.671875
94;41;3527.604492;160776.000000;162434.500000
94;42;529.684692;165963.734375;167769.250000
94;43;1916.058716;168305.468750;170068.578125
94;44;1379.652344;171998.703125;173626.453125
94;45;3129.470703;175018.453125;176736.609375
94;46;1327.770020;179870.078125;181799.265625
94;47;50.812492;183134.765625;184851.312500
94;48;43.812672;184916.859375;186672.593750
94;49;517.630310;186715.796875;188317.984375
94;50;970.252869;188841.421875;190683.656250
94;51;12268.994141;191658.484375;193094.781250
95;0;8282.854492;10.060664;1253.216553
95;1;492.175354;9538.843750;9933.887695
95;2;2196.370361;10431.380859;10949.974609
95;3;552.082397;13152.113281;15341.371094
95;4;308.443756;15895.079102;18165.845703
95;5;4697.416992;18478.169922;20249.429688
95;6;2323.117920;24958.400391;26671.718750
95;7;538.453918;29008.601563;30749.925781
95;8;221.417542;31290.064453;33551.117188
95;9;3593.492676;33781.824219;35039.199219
95;10;1344.317261;38635.519531;40243.585938
95;11;5747.391602;41593.515625;42872.539063
95;12;7198.473633;48622.550781;50238.468750
95;13;597.479553;57448.937500;59379.890625
95;14;301.831787;59983.882813;61808.539063
95;15;458.501221;62121.082031;63636.042969
95;16;1836.675049;64099.230469;65814.710938
95;17;7675.123535;67665.937500;69449.429688
95;18;2042.814209;77132.914063;79189.835938
95;19;714.562317;81241.921875;82632.570313
95;20;3224.499268;83353.492188;85330.968750
95;21;222.986313;88555.265625;90455.328125
95;22;1480.971436;90681.640625;92210.031250
95;23;1498.325439;93702.937500;95682.476563
95;24;1311.240967;97195.937500;98672.429688
95;25;23.144369;99988.507813;101761.859375
95;26;4181.410156;101798.093750;103615.062500
95;27;1457.558472;107798.625000;109211.015625
95;28;1683.234619;110683.257813;112410.742188
95;29;5754.969727;114106.398438;115917.335938
95;30;928.067505;121676.132813;123546.875000
95;31;1450.234741;124476.437500;125904.359375
95;32;109.772896;127368.062500;129447.164063
95;33;628.912354;129556.812500;131024.507813
95;34;1036.169556;131659.765625;133861.015625
95;35;812.090271;134900.671875;136252.187500
95;36;10386.340820;137072.796875;138454.703125
95;37;3456.243164;148851.515625;150233.703125
95;38;5570.669434;153698.046875;155775.250000
95;39;451.298370;161354.234375;162703.109375
95;40;3721.931885;163159.468750;164894.468750
95;41;747.462463;168618.046875;170132.500000
95;42;297.152588;170889.093750;173211.187500
95;43;539.732605;173514.968750;174997.015625
95;44;5135.093750;175549.765625;177318.171875
95;45;647.893799;182462.843750;184384.031250
95;46;1007.480042;185041.859375;186711.000000
95;47;2688.151123;187731.937500;189727.375000
95;48;991.082642;192424.203125;194513.593750
95;49;1549.851685;195507.921875;197332.296875
96;0;8267.557617;8.961276;3537.623047
96;1;4416.976074;11807.321289;12980.420898
96;2;258.718140;17397.843750;19058.779297
96;3;1414.013306;19322.031250;21113.074219
96;4;3522.625000;22541.097656;24473.718750
96;5;3071.087158;28008.466797;29946.451172
96;6;1793.116211;33025.132813;34719.992188
96;7;787.236206;36515.652344;38247.980469
96;8;1837.133911;39041.812500;40475.984375
96;9;43.999844;42327.933594;44438.804688
96;10;1362.087769;44492.843750;46056.351563
96;11;5700.406250;47419.378906;49177.902344
96;12;704.814209;54888.949219;56635.800781
96;13;2799.317627;57355.156250;59209.742188
96;14;1242.932495;62010.210938;63619.320313
96;15;2252.612549;64864.937500;66919.367188
96;16;3050.221191;69181.742188;70798.523438
96;17;1076.223755;73858.546875;75636.156250
96;18;1754.297363;76726.601563;78290.093750
96;19;1746.973877;80050.250000;81589.546875
96;20;1203.663696;83337.890625;85537.023438
96;21;2005.200806;86742.617188;88347.250000
96;22;134.231110;90353.523438;92297.515625
96;23;751.368774;92431.843750;94503.804688
96;24;71.706963;95268.109375;97024.359375
96;25;2241.910889;97096.835938;98586.718750
96;26;512.576477;100832.437500;102781.125000
96;27;29.638426;103300.085938;105059.484375
96;28;613.092773;105102.125000;107209.937500
96;29;776.048401;107829.929688;109426.476563
96;30;656.096130;110213.945313;111273.171875
96;31;4091.604736;111933.375000;113406.109375
96;32;1979.253296;117504.804688;119154.617188
96;33;1326.940308;121144.875000;122883.226563
96;34;3979.151367;124210.781250;125747.960938
96;35;937.311340;129728.617188;131295.687500
96;36;5367.678711;132238.406250;134081.937500
96;37;1037.912231;139454.828125;141025.328125
96;38;3204.401611;142068.812500;144150.781250
96;39;5222.081543;147364.359375;149126.468750
96;40;4077.021484;154359.062500;156072.171875
96;41;3170.751709;160150.953125;161538.828125
96;42;88.861877;164713.187500;166452.640625
96;43;3885.421631;166543.015625;168329.187500
96;44;855.897339;172217.437500;173930.375000
96;45;2875.731201;174799.671875;176544.625000
96;46;731.560608;179426.234375;181057.015625
96;47;1207.790405;181799.843750;183812.234375
96;48;2852.727539;185026.187500;187013.078125
96;49;3800.781738;189875.937500;191805.796875
96;50;687.007935;195617.437500;197332.687500
97;0;8256.162109;10.113276;1253.409302
97;1;1651.622803;9523.207031;9973.617188
97;2;1716.793579;11635.012695;12980.153320
97;3;2961.342041;14706.811523;16817.429688
97;4;1440.553345;19790.785156;21691.703125
97;5;2186.328613;23134.892578;24715.310547
97;6;1374.427368;26914.628906;28751.146484
97;7;1071.316162;30133.755859;32209.404297
97;8;204.038528;33290.792969;34756.097656
97;9;469.894592;34962.519531;36388.726563
97;10;1380.017456;36860.492188;38247.777344
97;11;5654.499023;39636.050781;40846.546875
97;12;1942.483276;46503.832031;47941.832031
97;13;570.913391;49888.367188;51614.128906
97;14;3079.893311;52186.718750;53626.000000
97;15;317.150909;56710.324219;58490.101563
97;16;6647.814941;58811.398438;60742.820313
97;17;3846.618408;67400.296875;69225.421875
97;18;1502.331787;73077.187500;74524.742188
97;19;3999.337646;76032.523438;77743.875000
97;20;219.168716;81757.601563;83071.843750
97;21;350.180908;83306.625000;85331.960938
97;22;1866.405762;85695.242188;87464.023438
97;23;208.707855;89341.757813;91513.718750
97;24;1781.183105;91728.625000;93439.539063
97;25;820.536011;95221.242188;96803.062500
97;26;1715.210083;97633.531250;99412.593750
97;27;1434.541626;101136.750000;102591.273438
97;28;6392.012695;104037.445313;106016.367188
97;29;2404.713135;112418.320313;114014.460938
97;30;416.720642;116422.125000;118181.531250
97;31;511.472656;118601.945313;120203.023438
97;32;454.130463;120715.164063;122432.656250
97;33;2408.372803;122895.515625;124796.828125
97;34;777.668518;127211.781250;128888.585938
97;35;1070.794800;129666.117188;131294.781250
97;36;4064.406494;132379.390625;134287.125000
97;37;8737.797852;138356.046875;139881.781250
97;38;2150.590820;148632.750000;150233.953125
97;39;2105.661133;152392.890625;153718.390625
97;40;4509.645996;155827.984375;157861.375000
97;41;652.455994;162385.593750;164211.156250
97;42;5947.217285;164869.531250;166451.953125
97;43;1295.663940;172404.984375;174083.296875
97;44;2966.446533;175393.453125;176823.500000
97;45;571.075806;179791.984375;181709.375000
97;46;489.055023;182290.953125;184567.671875
97;47;366.462891;185057.437500;187013.046875
97;48;275.950317;187388.140625;189347.109375
97;49;352.727661;189625.906250;191455.531250
97;50;2724.524414;191814.812500;193507.250000
97;51;346.185455;196242.875000;198257.718750
98;0;8244.830078;9.025116;3539.811523
98;1;533.426880;11791.718750;12641.773438
98;2;62.932411;13183.371094;15369.989258
98;3;77.789719;15441.168945;17302.230469
98;4;442.750122;17382.152344;19058.986328
98;5;1574.913696;19509.548828;21411.878906
98;6;1028.499146;22994.273438;24765.685547
98;7;1402.534912;25802.556641;27792.601563
98;8;1798.509521;29196.138672;30829.990234
98;9;1011.726868;32633.986328;34391.730469
98;10;1398.109375;35415.644531;36928.902344
98;11;5608.613770;38338.609375;39773.250000
98;12;5828.990723;45386.324219;46921.425781
98;13;2720.476318;52756.011719;54280.406250
98;14;229.273834;57007.214844;58592.937500
98;15;1922.273071;58827.000000;60802.312500
98;16;314.577728;62733.054688;64453.722656
98;17;689.332642;64771.230469;66383.421875
98;18;1278.471558;67084.445313;68613.101563
98;19;317.222443;69900.578125;71578.703125
98;20;2816.713379;71901.023438;73225.257813
98;21;2330.737793;76048.070313;77748.156250
98;22;321.447083;80081.468750;81676.828125
98;23;4326.816895;82008.226563;83381.164063
98;24;310.795319;87711.429688;89487.789063
98;25;13926.379883;89810.546875;92069.429688
98;26;5194.847656;106010.031250;107843.171875
98;27;18.272287;113043.781250;114627.343750
98;28;2123.229736;114653.343750;116686.140625
98;29;161.108093;118820.750000;120698.070313
98;30;202.957245;120871.507813;122518.335938
98;31;1737.930176;122723.609375;124463.562500
98;32;3010.230957;126211.242188;128301.054688
98;33;4933.941895;131316.000000;133701.140625
98;34;3038.195801;138639.921875;140785.843750
98;35;1213.828735;143826.812500;145775.359375
98;36;3282.249268;146988.890625;148876.562500
98;37;1687.061646;152173.484375;153600.921875
98;38;1464.020630;155296.750000;157050.296875
98;39;941.802490;158520.968750;160409.937500
98;40;5061.676270;161354.187500;162871.078125
98;41;2867.777832;167946.109375;169517.328125
98;42;3852.055908;172389.375000;174155.515625
98;43;203.970932;178019.234375;179597.031250
98;44;441.303497;179807.609375;181552.484375
98;45;2650.359619;181993.968750;184175.031250
98;46;272.869690;186840.734375;188470.234375
98;47;4266.658203;188747.625000;190927.843750
98;48;1378.071289;195195.515625;197456.656250
99;0;8233.562500;10.193796;1239.965454
99;1;4730.933594;9476.309570;9746.422852
99;2;1330.380005;14488.041016;16506.103516
99;3;724.270447;17850.955078;19340.810547
99;4;4305.686523;20072.005859;21878.882813
99;5;1107.303955;26193.347656;28105.492188
99;6;733.585327;29227.406250;30830.621094
99;7;1799.860107;31571.376953;33513.886719
99;8;186.876236;35321.890625;36933.304688
99;9;1757.234253;37127.675781;38583.757813
99;10;1416.366455;40354.847656;41751.109375
99;11;5564.743652;43171.769531;45390.656250
99;12;629.832031;50967.847656;52645.378906
99;13;544.775574;53287.824219;55190.121094
99;14;1128.009644;55738.914063;57297.968750
99;15;185.067566;58436.332031;60427.839844
99;16;792.399963;60613.222656;62362.085938
99;17;2613.268799;63157.500000;64704.441406
99;18;1077.164795;67318.796875;69039.937500
99;19;1119.872681;70119.242188;71814.945313
99;20;1045.310181;72936.468750;74166.484375
99;21;486.095245;75219.859375;76465.867188
99;22;2344.093506;76961.000000;78549.609375
99;23;2223.272949;80898.132813;82435.414063
99;24;2396.604492;84662.968750;86423.210938
99;25;2166.756104;88822.960938;90914.578125
99;26;643.847229;93089.890625;95770.156250
99;27;1411.786377;96424.914063;98174.640625
