"(PDH-TSV 4.0) (Hora estándar romance)(-60)"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\% de tiempo de disco"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\% de tiempo inactivo"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Longitud promedio de la cola de disco"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Promedio de bytes de disco/transferencia"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Promedio de segundos de disco/transferencia"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Transferencias de disco/s"	"\\GI-AN-B3_06\Interfaz de red(Controladora Realtek PCIe GBE Family)\Ancho de banda actual"	"\\GI-AN-B3_06\Interfaz de red(Controladora Realtek PCIe GBE Family)\Total de bytes/s"	"\\GI-AN-B3_06\Memoria\Bytes de caché"	"\\GI-AN-B3_06\Memoria\Bytes disponibles"	"\\GI-AN-B3_06\Memoria\Páginas/s"	"\\GI-AN-B3_06\Procesador(_Total)\% de tiempo de procesador"
"01/09/2019 11:34:08.388"	"1360.3650622690438"	"27.07194153769241"	"13.603650622690438"	"116913.23076923077"	"0.031986057656063209"	"420.31890131938269"	"1000000000"	"2514366.86910058005"	"564600832"	"6395461632"	"1029.5792318376225"	"84.824428542291471"
"01/09/2019 11:34:09.453"	"3786.419794481686"	"0"	"37.864197944816858"	"85454.20448877805"	"0.10053491297220628"	"375.51154345645494"	"1000000000"	"4312646.91943478206"	"612233216"	"6336806912"	"1065.6661756943784"	"82.389618835274746"
"01/09/2019 11:34:11.406"	"4435.8608318237348"	"0"	"44.358608318237351"	"100421.1224686596"	"0.083555641232067587"	"534.93209757230932"	"1000000000"	"2506826.77839738852"	"636395520"	"6295330816"	"1208.6267161156418"	"84.401673138932438"
"01/09/2019 11:34:12.391"	"4920.4384160288018"	"0"	"49.204384160288015"	"110387.54076539101"	"0.080602496113295105"	"610.46228935229544"	"1000000000"	"2566211.32756443092"	"611356672"	"6315778048"	"1132.5548296635764"	"86.509756448856976"
"01/09/2019 11:34:13.406"	"4040.851159015574"	"8.7525258273352122"	"40.40851159015574"	"108259.09001636661"	"0.067173813214804451"	"601.47309271673123"	"1000000000"	"2348352.66283685222"	"591622144"	"6342144000"	"1064.1447024988322"	"79.232441881850164"
"01/09/2019 11:34:14.402"	"3742.5785212403989"	"0"	"37.425785212403987"	"95072.199750312109"	"0.046545318384901106"	"804.09158347288417"	"1000000000"	"1726880.07117093907"	"565731328"	"6378323968"	"381.46666881360301"	"36.868184900412025"
"01/09/2019 11:34:15.396"	"3273.0351239586225"	"0"	"32.730351239586227"	"82176"	"0.075264352203100626"	"433.65885186462589"	"1000000000"	"1263439.66283671485"	"547934208"	"6398189568"	"468.79324958513956"	"41.016724448256284"
"01/09/2019 11:34:16.406"	"4875.5952014959603"	"0"	"48.755952014959604"	"90112"	"0.093616349683638647"	"522.29788677658564"	"1000000000"	"1867914.04159871052"	"547737600"	"6409564160"	"455.76944872709663"	"36.956855583579404"
"01/09/2019 11:34:17.390"	"4108.9184777988894"	"0"	"41.089184777988898"	"98872.23121387283"	"0.07795510612168198"	"527.07697096875404"	"1000000000"	"2607276.15530897237"	"587673600"	"6371622912"	"1406.5541518144978"	"94.049320996161399"
"01/09/2019 11:34:18.406"	"5019.496828534925"	"0"	"50.194968285349255"	"77890.782608695648"	"0.13854483640514284"	"362.30699211601666"	"1000000000"	"2609471.30166895859"	"629112832"	"6318837760"	"1088.890036087811"	"74.617991230537513"
"01/09/2019 11:34:19.406"	"4875.0493447299832"	"0"	"48.750493447299831"	"83063.069767441862"	"0.12598372117518622"	"384.07286571990187"	"1000000000"	"2671425.38588423474"	"671801344"	"6256287744"	"1325.8949576273615"	"82.033168857566011"
"01/09/2019 11:34:20.406"	"4222.7535203444513"	"0"	"42.227535203444511"	"89174.361445783128"	"0.127205120831235"	"332.38589450167433"	"1000000000"	"2280503.28852190706"	"673693696"	"6254837760"	"773.89848328251276"	"67.972212203860764"
"01/09/2019 11:34:21.391"	"3456.40324457408"	"0"	"34.5640324457408"	"86392.643678160923"	"0.13040421447642087"	"266.74472599155689"	"1000000000"	"2352084.26377976505"	"698286080"	"6217596928"	"843.15861663997862"	"70.248172911255168"
"01/09/2019 11:34:22.392"	"5159.0861357447366"	"0"	"51.590861357447366"	"90796.128479657389"	"0.11056381138422058"	"466.57969905701708"	"1000000000"	"2649409.3662646038"	"729116672"	"6180659200"	"1113.9964977485524"	"91.023014468298385"
"01/09/2019 11:34:23.404"	"4356.4986049695453"	"0"	"43.564986049695456"	"109581.72654155496"	"0.059104289293528532"	"735.17863352921904"	"1000000000"	"2923070.90029363893"	"672526336"	"6241275904"	"1151.0571634881071"	"79.158280576303"
"01/09/2019 11:34:24.389"	"4087.7558389873252"	"1.7877430911601691"	"40.877558389873251"	"106421.63128491621"	"0.056205586864591865"	"729.30093904782939"	"1000000000"	"3105589.31638180668"	"642097152"	"6268256256"	"1251.830801801372"	"85.319043577761491"
